video_id,ptype,label,n_frames,mean_own,std_own,mean_tok_safe,std_tok_safe,mean_tok_near_crash,std_tok_near_crash,mean_tok_crash,std_tok_crash,mean_prompt_safe,std_prompt_safe,mean_prompt_near_crash,std_prompt_near_crash,mean_prompt_crash,std_prompt_crash
xuXJVzOMu0I,P_label,safe,8,31.328596115112305,1.0819449424743652,23.665311813354492,0.8440415263175964,24.06407928466797,0.8550617694854736,23.350231170654297,0.7626906633377075,31.328594207763672,1.081944465637207,31.4223575592041,1.1394803524017334,30.45793914794922,1.0028212070465088
-2PbLgrSGfc,P_scenario,crash,8,27.161279678344727,1.8554190397262573,23.867568969726562,0.9735206365585327,26.099437713623047,2.564074754714966,26.150516510009766,2.9345340728759766,25.529308319091797,0.8202563524246216,27.37822723388672,1.240655779838562,27.161277770996094,1.8554203510284424
NqiIYzetr6g,P_scenario,crash,8,33.9448356628418,0.7458387613296509,24.14643669128418,0.8118110299110413,26.804710388183594,1.7211145162582397,26.965757369995117,1.8302322626113892,32.261817932128906,1.1743905544281006,32.210899353027344,0.9763538837432861,33.9448356628418,0.7458412051200867
mMImGwGp_LY,P_scenario,crash,8,30.259336471557617,1.5063334703445435,23.614046096801758,0.528938353061676,25.601118087768555,2.1317827701568604,25.772071838378906,2.385985851287842,27.603742599487305,0.5761699676513672,27.698074340820312,1.4405642747879028,30.25933837890625,1.5063328742980957
v3HZHgZfU6M,P_scenario,crash,8,29.40774917602539,3.855226516723633,24.707977294921875,0.4985095262527466,25.947912216186523,2.2910008430480957,26.691770553588867,3.0858500003814697,28.103595733642578,2.2438464164733887,28.718433380126953,0.5632812976837158,29.407745361328125,3.855227470397949
Wc8mgFUCLsM,P_scenario,near_crash,8,27.804096221923828,1.2768479585647583,23.096343994140625,0.37396496534347534,23.839624404907227,1.2788175344467163,24.288440704345703,1.8042603731155396,26.08241844177246,1.0626914501190186,27.804096221923828,1.2768487930297852,29.433834075927734,0.5042913556098938
ZPv9uEcdrGI,P_scenario,near_crash,8,31.901992797851562,0.51615309715271,24.922449111938477,1.159170389175415,27.011974334716797,1.5191848278045654,26.563243865966797,1.6366935968399048,30.29017448425293,1.4875283241271973,31.90199851989746,0.51615309715271,28.204845428466797,1.119324803352356
mMImGwGp_LY,P_scenario,near_crash,8,26.447526931762695,2.044247627258301,22.37740135192871,0.7686086297035217,21.65580177307129,1.2513996362686157,21.775745391845703,1.1584993600845337,28.218461990356445,1.5352766513824463,26.447526931762695,2.044248104095459,28.22039222717285,2.3175370693206787
v3HZHgZfU6M,P_scenario,near_crash,8,31.286252975463867,1.390755295753479,22.842374801635742,0.9839391708374023,24.144485473632812,1.4483888149261475,24.22527313232422,1.1570165157318115,30.099424362182617,1.3973243236541748,31.286251068115234,1.3907556533813477,24.27872085571289,1.0639911890029907
w6ZUtZ3yYeA,P_scenario,near_crash,8,31.517963409423828,0.5496059656143188,22.326108932495117,0.963270902633667,21.817378997802734,1.0400389432907104,22.244604110717773,1.2373300790786743,31.081090927124023,2.056323766708374,31.51796531677246,0.5496033430099487,29.6914119720459,1.0776476860046387
-2PbLgrSGfc,P_scenario,safe,8,29.540401458740234,0.7651265263557434,25.458953857421875,0.2849828004837036,26.8612060546875,0.13161037862300873,26.808826446533203,0.3392554819583893,29.540401458740234,0.7651255130767822,30.735273361206055,0.780949592590332,29.80972671508789,0.6992282867431641
2ykoE_FyWpI,P_scenario,safe,8,28.58183479309082,1.1483349800109863,24.531869888305664,0.4879111051559448,25.87696647644043,0.6100200414657593,25.640295028686523,0.6677600741386414,28.581832885742188,1.1483356952667236,28.275123596191406,0.975456953048706,28.966716766357422,0.9855973720550537
NqiIYzetr6g,P_scenario,safe,8,29.194252014160156,1.7391022443771362,21.565113067626953,0.6810746192932129,20.126480102539062,0.8777433037757874,19.985471725463867,0.6049173474311829,29.194252014160156,1.7391012907028198,29.111616134643555,1.6941919326782227,27.95708656311035,1.2964407205581665
TIxUylmJeh4,P_scenario,safe,8,33.08480453491211,0.4741213023662567,23.052505493164062,0.41140908002853394,22.56403350830078,0.581300675868988,21.32961082458496,0.5224472284317017,33.08480453491211,0.47412243485450745,28.571502685546875,0.9760713577270508,24.084413528442383,1.268656611442566
Wc8mgFUCLsM,P_scenario,safe,8,30.249448776245117,1.629123330116272,22.731216430664062,0.48919498920440674,22.61882781982422,0.9429181814193726,21.486608505249023,0.7625671029090881,30.249446868896484,1.629124402999878,30.02351951599121,1.4282615184783936,28.888713836669922,1.7845336198806763
ZPv9uEcdrGI,P_scenario,safe,8,32.748775482177734,1.7073880434036255,24.22882080078125,0.9254491925239563,24.214374542236328,1.9909647703170776,22.47815704345703,1.8565846681594849,32.748779296875,1.7073882818222046,29.754657745361328,2.0426089763641357,27.92839813232422,0.88845294713974
mMImGwGp_LY,P_scenario,safe,8,31.89979362487793,1.0605454444885254,23.60893440246582,0.7735508680343628,24.49753189086914,1.4326810836791992,24.084341049194336,1.3709827661514282,31.899791717529297,1.0605441331863403,29.72589874267578,1.1042006015777588,31.199872970581055,1.1736667156219482
v3HZHgZfU6M,P_scenario,safe,8,28.717039108276367,2.2856202125549316,21.386375427246094,0.6766433119773865,20.581497192382812,1.2568572759628296,19.99812889099121,1.0894052982330322,28.717042922973633,2.2856204509735107,25.491907119750977,3.147413730621338,22.207746505737305,1.419822335243225
w6ZUtZ3yYeA,P_scenario,safe,8,33.8966064453125,0.6829413175582886,23.44983673095703,0.4256974160671234,22.041662216186523,0.4253966808319092,21.607067108154297,0.5109343528747559,33.896610260009766,0.6829408407211304,33.05852508544922,0.4566558599472046,30.299802780151367,0.6361556649208069
xuXJVzOMu0I,P_scenario,safe,8,33.70006561279297,3.8864586353302,23.63327407836914,1.4361791610717773,24.416702270507812,0.8819997906684875,23.48515510559082,1.083106279373169,33.70006561279297,3.886457681655884,29.795169830322266,3.7091822624206543,24.970186233520508,2.3728115558624268
